date_collected,product_itemid,shopid,product_name,product_price,product_price_min,product_price_max,product_discount,product_brand,product_like_count,product_comment_count,product_views,product_total_rating,stock,units_sold,shop_location
6/13/2021,3570941690,325618926,Puff Sleeve off-Shoulder Korean Style Fashionable Plaid Top Cute Crop Tops,500,265,265,47,No Brand,620,59,9244,4.93,305,137,Mainland China
6/13/2021,6584873595,17325060,Oli Squareneck rutched ruffled Puff Sleeve crop tops korean inspired top joymarcelo,199,139,199,30,No Brand,340,32,10757,4.84,52,87,"San Mateo, Rizal"
6/13/2021,9842665186,418672464,New slim slimming short chiffon shirt sweet and fresh folds fungus side shoulder top women,320,192,192,40,No Brand,818,147,26370,4.91,1303,409,Mainland China
6/13/2021,4174556954,365155177,Korean Top Womens Puff Sleeve Fashion Drawstring Crop Top Sexy Slash Square Neck Short Chiffon Long Sleeve Blouse 【INZA & Ready stock,104,52,259,50,No Brand,631,45,6745,4.82,11858,116,Mainland China
6/13/2021,6262744283,192699788,COD Swin Ready stock Women's CropTop Korean Top V-neck short knit short-sleeved oversized shirt,100,41,205,59,No Brand,447,49,2221,4.73,5977,106,Mainland China
6/13/2021,8138345985,17325060,Sassy One side bakuna Sexy Crop Tops korean inspired top joymarelo,89,59,59,34,No Brand,118,61,4451,4.85,65,160,"San Mateo, Rizal"
6/13/2021,9609949343,298717077,【COD & Ready Stock】Women's Chiffon Puff Sleeve Crop Top Floral Long Sleeve Tops,281,113,241,60,No Brand,4661,466,33828,4.72,2000,1433,Mainland China
6/13/2021,7252639335,29167960,𝐁𝐒𝐂𝐎 𝐏𝐇 ® (𝐎𝐍𝐇𝐀𝐍𝐃) Original Firelli Couple Outfit Korean Style Limited Edition,,385,385,0,No Brand,85,8,1101,5,1,18,"San Pablo City, Laguna"
6/13/2021,3917805515,64909636,【Ready Stock & COD】 Women's Slash Neck Solid Short Sleeve Knitted Ruffles Crop Top Korean Top,335,35,169,90,No Brand,2140,143,8581,4.85,6580,371,Mainland China
6/13/2021,9204173889,192699788,COD Ready Stock Korean Top  Ice Silk Thin Sweater Knitted Cardigan Crop Top,123,55,275,56,No Brand,442,11,4929,4.91,10962,26,Mainland China
6/13/2021,9063067526,136836256,Patchwork Seam Front Lettuce Crop Top for Women Round Neck | Crop top for women| Tops for women crop,175,49,49,72,No Brand,17,1,1183,5,45,29,"Pasay City, Metro Manila"
6/13/2021,2691542637,25811092,Angelcity Crop Top With Zipper korean fashion ZP,399,88,88,78,No Brand,1651,3954,6806,4.81,5328,11331,"Pasay City, Metro Manila"
6/13/2021,5143000426,285493266,HMFO DIRECT SUPPLIER 1.14 Korean Basic Button Down Crop Top With Same Fabric Buttons Detail,400,160,160,60,No Brand,3114,469,16801,4.73,3,1199,"Cainta, Rizal"
6/13/2021,8531287579,149749719,BSCO PH KOREAN FASHION WOMEN APPAREL BLACK NARIKO BUSTIER CROP TOP,799,349,349,56,Bsco,303,17,3433,4.53,6,24,"Sampaloc, Metro Manila"
6/13/2021,6975098238,46399675,CARTIER Korean Vneck Knitted Top,200,59,59,71,No Brand,5166,6667,98825,4.84,2876,18163,"Pasig City, Metro Manila"
6/13/2021,3750390975,86525247,SAMGAR K POP Korean Tik Tok tiktok Top Shimmering Glittery Sexy Blouse Assorted Designs,,40,40,0,No Brand,179,31,2109,4.71,117,126,"Pasig City, Metro Manila"
6/13/2021,3479083981,20477406,PinSan Korean Style Rib Knit Sando Crop Top Smocked Back Padded,120,75,75,38,No Brand,2926,819,23508,4.89,2645,2225,"Binondo, Metro Manila"
6/13/2021,1552036779,17325060,String tube crop top korean inspired tops joymarcelo,70,70,70,7,No Brand,990,238,6761,4.79,32,635,"San Mateo, Rizal"
6/13/2021,8018551704,41311013,HAZEL Ruched Backless Crop Top,,55,55,0,No Brand,4651,1237,40496,4.36,326,3823,"Pasig City, Metro Manila"
6/13/2021,8513700725,20477406,PinSan Korean Style Rib Knit Sando Crop Top Smocked Back Padded,120,75,75,38,No Brand,832,329,7066,4.89,2080,852,"Binondo, Metro Manila"
6/13/2021,5247966205,11314636,Dawn Floral Challis Wrap Around top (Bangkok inspired Korean inspired),,168,168,0,No Brand,1460,572,8896,4.88,487,1669,"Taytay, Rizal"
6/13/2021,3045496361,36365595,korean women tops fashion croptop trendy top,75,67,67,11,No Brand,98,10,6552,4.6,6922,51,"Binondo, Metro Manila"
6/13/2021,8142668085,418672464,Slim short crop top puff sleeve plaid shirt women,395,199,199,50,No Brand,924,92,19291,4.97,1041,214,Mainland China
6/13/2021,6838028393,40071360,IELGY Korean Top slim short high waist Crop top,904,498,498,45,No Brand,523,20,823,4.75,1949,48,Mainland China
6/13/2021,3968133395,126018720,【COD ✔️ Ready Stock】Women korean top Fashion Sexy Solid Color Sling Tank Knit Cardigan 1 Set,200,106,311,47,No Brand,969,94,2471,4.8,6777,219,Mainland China
6/13/2021,3335745395,262845064,[weabbyph] Fashion Women Floral Printed Crop Top Korean Style Casual Short Sleeve V Neck Blouse Tee,633,292,292,54,No Brand,3197,228,4276,4.84,1134,495,Mainland China
6/13/2021,8442673002,418672464,Summer new style French square collar clavicle cropped top female design sense niche chiffon white shirt female,310,199,199,36,No Brand,280,57,7327,4.91,1737,177,Mainland China
6/13/2021,6787844807,46399675,BLINK Korean Open Front Top,300,59,59,80,No Brand,889,885,46038,4.84,2543,2174,"Pasig City, Metro Manila"
6/13/2021,5738028043,40071360,IELGY Korean Top /temperament thyme taro purple student outside wearing wood ears short small shirt woman,,300,800,0,No Brand,2230,108,44734,4.82,6157,237,Mainland China
6/13/2021,11305975097,10377223,R&O Korean Style Cupid Design Top Crop,199,73,73,63,No Brand,313,161,15100,4.94,2623,322,"Pasay City, Metro Manila"
6/13/2021,8411643222,41311013,ZARA Inspired Adjustable Crop Top,180,62,62,66,No Brand,19248,13409,137530,4.69,80149,44394,"Pasig City, Metro Manila"
6/21/2021,8154700018,64360491,korean fashion knitted Round neck blouse top short sleeve,300,245,245,18,No Brand,42,26,1991,4.88,101,116,"Pasay City, Metro Manila"
6/21/2021,9340709664,36934404,MELODY SQUARE NECK KOREAN TOPS 11180,199,68,68,66,No Brand,57,20,1317,4.7,399,59,"Taytay, Rizal"
6/21/2021,7158236537,64360491,korean fashion knitted blouse knitted top shortsleeve,300,99,99,67,No Brand,110,219,1810,4.94,93,535,"Pasay City, Metro Manila"
6/21/2021,3590133563,396605392,Women's T-shirt Short Sleeve Round Neck Cotton 30% Solid Color  Korean Fashion,284,208,208,27,No Brand,23,1,659,5,8995,2,Mainland China
6/21/2021,7017871823,1083822,NKD Korean Fashion Zyra X Basic Top 1057,150,58,58,61,No Brand,1690,4719,6972,4.93,10850,15213,"Taytay, Rizal"
6/21/2021,11202095867,64360491,korean fashion knitted Round neck blouse top shortsleeve,280,230,230,18,No Brand,25,9,922,5,315,29,"Pasay City, Metro Manila"
6/21/2021,5648140254,64360491,korean fashion knitted blouse top shortsleeve,220,199,199,10,No Brand,111,129,549,4.93,203,488,"Pasay City, Metro Manila"
6/21/2021,5788426087,426357053,2021Spring College Style Retro Korean Type Professional Suit Collar Flip Student Summer Short Sleeve Shirt Women's Solid Color Top,512,256,256,50,No Brand,66,2,1296,5,17997,3,Mainland China
6/21/2021,4843903203,55748694,SS Oversized Ringer Top Plus Size Korean Fashion Women Tops Basic Tee,200,75,75,63,No Brand,8251,16104,21477,4.77,7228,68835,"Taytay, Rizal"
6/21/2021,7758962170,64360491,korean fashion knitted blouse knitted top shortsleeve,300,80,80,73,No Brand,32,83,1601,4.99,267,176,"Pasay City, Metro Manila"
6/21/2021,7217869256,1083822,NKD Korean Fashion Edith Plain X Back Basic Top 1052,150,63,63,58,No Brand,519,1553,1076,4.85,39470,4355,"Taytay, Rizal"
6/21/2021,10708121350,449754824,【BTG】Large Size Short-sleeved T-shirt Women's Summer New Style Wild Thin French Square Neck Strap Design Niche Top,598,299,299,50,No Brand,9,1,494,5,6996,2,Mainland China
6/21/2021,4410865892,55748694,SS Korean Tops Knitted Pastel Crop Top for Women,150,59,59,61,No Brand,3727,6397,21861,4.79,3507,17004,"Taytay, Rizal"
6/21/2021,6539052796,64360491,korean fashion knitted blouse knitted top shortsleeve,99,99,99,67,No Brand,88,224,1625,4.88,425,594,"Pasay City, Metro Manila"
6/21/2021,9954697387,64360491,korean fashion knitted Round neck blouse top shortsleeve,300,235,235,22,No Brand,14,7,628,5,80,15,"Pasay City, Metro Manila"
6/21/2021,8358485297,449754824,【BTG】Striped Short-sleeved T-shirt Women's Slim Student Korean Style Top,376,188,188,50,No Brand,112,2,4683,5,1895,10,Mainland China
6/21/2021,3440427470,43841660,UFW #19819 & #8208 Korean Knitted Top Short Sleeves,198,198,198,38,No Brand,2193,637,5320,4.84,411,1804,"Tondo I / Ii, Metro Manila"
6/21/2021,6371583503,130651949,KATHRYN Korean Crop Top  V-neck Basic BLOUSE TOPS,180,129,129,28,No Brand,376,205,3147,4.79,320,417,"San Nicolas, Metro Manila"
6/21/2021,6258961926,64360491,korean fashion knitted blouse knitted top shortsleeve,300,99,99,67,No Brand,62,147,1071,4.95,395,316,"Pasay City, Metro Manila"
6/21/2021,7356348155,36637203,Korean fashion women summer cartoon short sleeves T-shirts oversized shirt,180,79,79,56,No Brand,15591,13792,181790,4.7,30503,63084,"San Nicolas, Metro Manila"
6/21/2021,2011945052,21407329,Patriciacai knitted oversized Korean Top  #008,,229,229,0,No Brand,1323,489,6163,4.96,400,1290,"Binondo, Metro Manila"
6/21/2021,3849269484,36934404,MELODY Korean Crop Top  V-neck Basic BLOUSE TOPS 11014#,150,59,59,70,No Brand,310,360,2674,4.9,5197,1033,"Taytay, Rizal"
6/21/2021,8418186470,64360491,korean fashion knitted blouse knitted top shortsleeve,300,99,99,67,No Brand,34,62,3469,4.97,300,150,"Pasay City, Metro Manila"
6/21/2021,8044724338,310915998,Yihua 2021 summer Korean version of the new square collar lace wood ears floral chiffon short shirt top women,318,268,268,16,No Brand,695,167,16255,4.91,15500,363,Mainland China
6/21/2021,7543788697,25717546,VIVENA Women's Korean Style Chic Pleated Short-sleeve w/ Buttons Knitted Top Open Blouses #1141,259,189,189,27,No Brand,2284,651,4244,4.9,618,1335,"Santa Cruz, Metro Manila"
6/21/2021,7888813326,64360491,korean fashion knitted Round neck blouse top shortsleeve,300,235,235,22,No Brand,14,9,535,5,32,17,"Pasay City, Metro Manila"
6/21/2021,6717870027,1083822,NKD Korean Fashion Jade Plain Basic Cut Out Top 1054,150,58,58,61,No Brand,190,517,3862,4.93,7997,1277,"Taytay, Rizal"
6/21/2021,8858747915,449754824,【BTG】Design Niche Short Short-sleeved T-shirt Female Summer Loose Korean Ins High Waist Top,380,190,190,50,No Brand,38,2,1243,5,4991,6,Mainland China
6/21/2021,6756271920,55748694,SS Viana Top Sexy V Neck Crop Top Cotton Knit Tops Korean Short Sleeve,100,59,59,41,No Brand,8864,8357,36605,4.64,6566,24955,"Taytay, Rizal"
6/21/2021,4458965072,64360491,korean fashion knitted blouse knitted top shortsleeve,150,99,99,34,No Brand,56,71,5047,4.94,99,198,"Pasay City, Metro Manila"
6/21/2021,1730221486,21407329,Patriciacai Knitted Korean Top 2218#,199,168,168,16,No Brand,1960,491,2918,4.98,824,1217,"Binondo, Metro Manila"
6/21/2021,1399286671,38991357,Casual fashion spot color ladies short sleeve top,235,170,170,28,No Brand,754,336,14815,4.9,72,799,"Binondo, Metro Manila"
6/21/2021,8931473100,404554570,Short-sleeved Women's Korean Style Hollow V-neck Blouse Loose Clothes top,402,189,189,53,No Brand,1107,101,7964,4.61,387,272,"Sampaloc, Metro Manila"
6/21/2021,4840459112,55748694,SS Korean Basic Blouse Top Women Short Sleeve Tops Fits Small to Semi-Large,100,49,52,51,No Brand,11554,12602,66020,4.74,13470,39795,"Taytay, Rizal"
6/21/2021,4558238098,64360491,korean fashion knitted blouse knitted top shortsleeve,300,120,120,60,No Brand,62,116,2002,4.95,186,302,"Pasay City, Metro Manila"
6/21/2021,6748102529,293797864,Bangkok Inspired Top - MJ Direct Supplier,199,154,195,23,No Brand,23951,5559,77329,4.87,1187,20122,"Mandaluyong City, Metro Manila"
6/21/2021,3840446776,64360491,korean fashion knitted blouse knitted top shortsleeve,360,150,150,58,No Brand,830,539,1856,4.85,762,1081,"Pasay City, Metro Manila"
6/21/2021,6656331828,64360491,korean fashion knitted blouse knitted top shortsleeve,120,120,120,60,No Brand,98,292,2044,4.91,270,707,"Pasay City, Metro Manila"
6/21/2021,2553628745,55748694,SS Korean Tops Square Neck Fashion Blouse Semi Crop Top,300,55,55,82,No Brand,6082,11975,30570,4.72,2922,36071,"Taytay, Rizal"
6/21/2021,5902627890,21407329,Patriciacai Korean knitted blouse (M/collar)half sleeve #6088,599,228,228,62,No Brand,5821,1011,6386,4.94,1047,2244,"Binondo, Metro Manila"
6/21/2021,6719338496,1083822,NKD Korean Fashion Jana Puff Sleeves Basic Top 1098,180,58,58,68,No Brand,879,1337,2265,4.78,68012,3322,"Taytay, Rizal"
6/21/2021,9312209380,130651949,7-color Korean version elegant retro Polo knit V-neck slim short open navel Short Sleeve T-Shirt Top,200,149,169,26,No Brand,1010,244,8727,4.88,551,556,"San Nicolas, Metro Manila"
6/21/2021,7658961697,64360491,korean fashion knitted blouse knitted top shortsleeve,300,99,99,67,No Brand,80,160,1060,4.93,335,419,"Pasay City, Metro Manila"
6/21/2021,6879706634,10377223,R&O Korean Casual For Women Candy Color Plain Short Sleeve Shirt Korean Basic Top Tshirt,299,75,75,75,No Brand,5035,2324,69246,4.86,641,6995,"Pasay City, Metro Manila"
6/21/2021,8713997224,11187885,lettuce trim short sleeves round neck knit top knitted blouse women korean plain shirt ruffle B015,199,55,55,72,No Brand,1268,550,22166,4.62,312,1606,"Caloocan City, Metro Manila"
6/21/2021,3550379942,130651949,Knitted Tops Korean Blouse short Sleeves Simple Elegan,180,149,169,17,No Brand,3619,1668,21176,4.86,92,4481,"San Nicolas, Metro Manila"
6/21/2021,8545953626,11187885,square neck knitted women top blouse shirt rib knit korean bangkok fashuon short sleeves sexy B011,199,79,79,60,No Brand,523,80,15489,4.72,379,177,"Caloocan City, Metro Manila"
6/21/2021,6391917237,362257424,Free shippingyihua spot short-sleeved t-shirt new embroidery women Korean loose women,957,383,383,60,No Brand,3,0,0,0,9963,0,Mainland China
6/21/2021,4940886722,55748694,SS Lettuce Blouse Top Basic Crop Top Korean Fashion Women Tops,100,45,55,55,No Brand,10321,17079,58315,4.75,16275,54849,"Taytay, Rizal"
6/21/2021,7919342724,1083822,NKD Korean Fashion Erich Basic Daily Polo Tie Top 1104,300,135,138,55,No Brand,4555,3737,13988,4.89,134238,10309,"Taytay, Rizal"
6/21/2021,6815336673,147240166,New Korean style sexy knitted blouse / women's top / plian Color shortsleeve blouse /v-neck top,350,179,179,49,No Brand,430,120,6075,4.82,987,294,"Caloocan City, Metro Manila"
6/21/2021,8159610541,449754824,【BTG】Retro Wild Ins Printed T-shirt Female Design Sense Chain Short Navel Black Short-sleeved Top,628,314,314,50,No Brand,32,0,790,0,2499,0,Mainland China
6/21/2021,3500414278,55748694,SS Korean Overlap Top Ruffle Tops Women Fashion Top Wrap Around,300,79,92,74,No Brand,8657,10356,21329,4.79,3547,32500,"Taytay, Rizal"
6/21/2021,10903816367,64360491,korean fashion knitted Round neck blouse top shortsleeve,300,235,235,22,No Brand,53,11,1938,4.91,180,179,"Pasay City, Metro Manila"
6/21/2021,2768006775,25811092,Angelcity Oversized Ringer Top Plus Size Korean Fashion Women Tops Basic tee ML,189,63,79,67,No Brand,15725,13204,116573,4.76,80484,51685,"Pasay City, Metro Manila"
6/21/2021,4761007829,312874722,Korean sexy two ways to wear floral top#75,99,39,79,72,No Brand,344,142,6231,4.79,31849,426,"San Nicolas, Metro Manila"
6/21/2021,9343802661,130651949,READY STOCK~Blackpink Jennie Korean Vintage Green Slim Sexy Crop Tops Fashion Short Sleeve Knitted,200,169,169,16,No Brand,466,56,6515,4.84,21,118,"San Nicolas, Metro Manila"
6/21/2021,4546750886,275072879,PRLCLOSET Jamaica V-Neck Velvet Top | Korean Fashion Trendy Outfit,136,109,109,20,No Brand,170,67,516,4.76,492,217,"Antipolo City, Rizal"
6/21/2021,3739155029,64360491,korean fashion knitted blouse knitted top shortsleeve,300,125,125,58,No Brand,180,368,888,4.96,76,985,"Pasay City, Metro Manila"
6/21/2021,9554764002,290961765,Korean Yellow Blue Black Floral Puff Sleeve Square Neck Blouse Crop Top,680,272,272,60,No Brand,4,2,119,5,10798,2,Mainland China
6/21/2021,7754300774,264590394,CLAIRE Korean Crop Top  V-neck Basic BLOUSE TOPS 11014#,150,59,59,61,No Brand,340,549,1906,4.86,5197,1513,"Taytay, Rizal"
6/21/2021,7739065472,64360491,korean fashion knitted blouse knitted top shortsleeve,120,120,120,60,No Brand,35,110,214,4.93,157,234,"Pasay City, Metro Manila"
6/21/2021,4359853822,309751081,Summer tops Streetwear Vintage butterfly Print Gothic dropshipping Korean White Big Size Harajuku Sh,247,99,199,60,No Brand,4745,571,13726,4.61,47827,1309,Mainland China
6/21/2021,9262433149,449754824,【BTG】White Short Top Summer New Korean Fashion Ins Short-sleeved T-shirt Women,532,266,266,50,No Brand,3,0,90,0,5000,0,Mainland China
6/21/2021,8528691619,11187885,women button down knitted knit lettuce top strawberry floral short sleeves women bangkok korean B032,299,79,79,74,No Brand,666,204,7779,4.92,16,493,"Caloocan City, Metro Manila"
6/21/2021,6689025481,55748694,SS TIA Korean Squareneck Knitted Top Cotton Tops,150,46,52,69,No Brand,157,186,10785,4.75,1830,461,"Taytay, Rizal"
6/21/2021,4655442429,10377223,R&O Korean Fashion Simple Stripe Design Casual T-shirt Tops Short Sleeves,150,53,53,65,No Brand,751,1944,20043,4.94,866,4785,"Pasay City, Metro Manila"
6/21/2021,9644460615,420881087,Blouse Short Women's V-neck All-match Sweater Women Korean Short-sleeved T-shirt,616,280,280,55,No Brand,1,0,123,0,15984,0,Mainland China
6/21/2021,8354661992,324727362,[Ubras] Korean Fashion Women's  Patchwork Lettuce Crop Top Blouse #NYF16,590,59,59,90,No Brand,4,8,459,5,2905,12,"Binondo, Metro Manila"
6/21/2021,6839058576,64360491,korean fashion knitted blouse knitted top shortsleeve,300,125,125,58,No Brand,84,183,417,4.92,55,366,"Pasay City, Metro Manila"
6/21/2021,11910437591,408422598,Plus Size Blouse Women Summer Fashion Casual Loose Plaid Shirt Korean Style Blouse Tops,480,240,240,50,No Brand,18,0,3096,0,15951,1,Mainland China
6/21/2021,8125850931,130823964,AIMEIBEAUTY Korean New design  V-neck short sleeve croptop for women,391,231,231,41,No Brand,272,7,2684,4.71,4528,19,Mainland China
6/21/2021,4317866265,64909141,Fashion Women's Solid Half Turtleneck Casual Knitted Tops Sleeveless T-Shirt Crop top Korean top tank top KnitTop Dress,250,169,185,32,No Brand,4130,1427,7001,4.65,7070,5027,Mainland China
6/21/2021,2538456294,55748694,SS Korean Fashion Peplum Top Blouse Short Sleeve Tops Crop Top,150,59,65,61,No Brand,10518,15908,62418,4.63,1405,53785,"Taytay, Rizal"
6/21/2021,4050865054,133659038,Vampire Korean Ruffled Sleeve Round-Neck Casual Shirt Style Crop Top 6A0091,150,55,55,63,No Brand,1343,565,6220,4.72,124,1734,"Taytay, Rizal"
6/21/2021,7956324829,36247807,Korean casual New top Women Clothes T-shirt Summer short sleeve cartoon long blouse(BVQ),200,79,79,61,No Brand,10329,8887,44722,4.67,359749,40582,"San Nicolas, Metro Manila"
6/21/2021,3339163051,64360491,korean fashion knitted blouse knitted top shortsleeve,300,125,125,58,No Brand,345,728,1738,4.92,144,1778,"Pasay City, Metro Manila"
6/21/2021,2702598688,21407329,Patriciacai knitted Round-neck short sleeve Korean Top #1905,169,169,169,34,No Brand,6233,3917,11737,4.94,3772,12932,"Binondo, Metro Manila"
6/21/2021,6356385195,312874722,Korean loose T-shirt is the new trend of summer women Sweethearts outfit,169,69,79,59,No Brand,8170,5796,250462,4.69,44226,27343,"San Nicolas, Metro Manila"
6/21/2021,6101426549,55748694,SS Korean Erika Tops Fashion Ribbon Top Adjustable Strap,200,48,55,76,No Brand,33790,33899,126079,4.84,20529,103593,"Taytay, Rizal"
6/21/2021,4289794514,392660226,KOREAN TRENDY TOPS/OFFICE POLO/CROP TOP/HOODIE/PUFFS SLEEVE/DRESSES LIVE SELLING ONLY,,50,200,0,No Brand,4,25,810,4.88,8271,129,"Cabanatuan City, Nueva Ecija"
6/21/2021,8312694538,27574322,korean sexy mini trendy tops fashion oversized plus size long blouse,69,69,79,47,No Brand,38,81,1712,4.67,379928,220,"San Nicolas, Metro Manila"
6/21/2021,3052625282,449754824,【BTG】2021 New Korean Version of Loose Letters Printed Short-sleeved T-shirt Girl Short Top,337,169,169,50,No Brand,52,1,2119,4,10006,11,Mainland China
6/21/2021,7589366746,64360491,korean fashion knitted Round neck blouse top short sleeves,300,245,245,18,No Brand,23,11,1452,5,54,112,"Pasay City, Metro Manila"
6/21/2021,4243944998,1083822,NKD Korean Fashion Erich Basic Printed Floral Daily Polo Tie Top 1104,300,135,138,55,No Brand,689,779,6189,4.93,79124,2159,"Taytay, Rizal"
6/21/2021,6016777470,29392066,Korean Fashion Simple Rib V neck Knitted Top Blouse,299,85,85,72,No Brand,72,110,1030,4.93,710,293,"Binondo, Metro Manila"
6/21/2021,5589210512,296000894,Spring 2021 new Korean style lazy wind loose outer wear solid color shirt women's versatile basic inner long-sleeved shirt,,376,376,0,No Brand,2,0,90,0,480,3,Mainland China
6/21/2021,2966933777,419954100,【love you】Short-sleeved summer women's clothing Korean women's clothing New style women's clothing Pure color women's clothing Tops T-shirt women Korean women's clothing Korean women's short sleeves,316,117,117,63,No Brand,31,0,2530,0,43958,0,Mainland China
6/21/2021,9654201905,243356831,CL Random Women's Clothing Summer Korean Style Women's Short Sleeved Top and Women's T-Shirt,165,99,99,40,No Brand,13,3,1395,5,905,10,Mainland China
6/21/2021,2503296060,126018720,Women korean top Chiffon Polka Dot Print Casual Tops,553,79,309,86,No Brand,12487,1318,161296,4.79,9625,3554,Mainland China
6/21/2021,3041588504,1083822,NKD FASHION SHAINA PUFF SLEEES RIBBON BACK SEXY TOP 1400,300,88,88,71,No Brand,3362,1392,112766,4.88,8666,4327,"Taytay, Rizal"
6/21/2021,2888565607,49777615,Classic Knitted Blouse Korean Top Short Sleeves office wear fashion sexy blouse,260,99,99,62,No Brand,750,348,2664,4.56,25,886,"Tondo I / Ii, Metro Manila"
6/21/2021,6141452108,36754442,Kathryn black pink Tops Casual Crop Top Round Neck Shirt Korean Tops Cotton Tees  11007#,95,35,35,63,No Brand,294,414,4760,4.82,822,1275,"Taytay, Rizal"
6/21/2021,4873277981,203572725,DNEMNLPH Fiona Vintage Puff Top (Trendy Korean Inspired Fashion Best Seller),249,159,159,36,No Brand,1471,86,27824,4.77,7,204,"Cainta, Rizal"
6/21/2021,3390794526,449754824,【BTG】Embroidered Love Short-sleeved T-shirt Women Loose and Versatile Simple Top Ins,556,278,278,50,No Brand,7,0,135,0,10000,0,Mainland China
6/21/2021,8416873431,36754442,Kathryn Korean Blouse Tie  Top 11158#,199,65,65,67,No Brand,1741,623,24338,4.87,148,1842,"Taytay, Rizal"
6/21/2021,9550563700,427683857,Smocked Puff Sleeves2021Summer New Korean Style Sense of Design Wooden Ear Short Solid Color Hanging All-Match off-Shoulder Top Women's Fashion,,348,348,0,No Brand,6,3,157,5,9997,3,Mainland China
6/21/2021,8540273732,291022738,square neck tops blouse plain semi crop tops Korean fashion slim fit free size,150,58,58,61,No Brand,11,9,456,3.56,1944,46,"Paranaque City, Metro Manila"
6/21/2021,10508142746,449754824,【BTG】The New Korean Version of The Thin Polo Collar Avocado Green Short-sleeved T-shirt Women's Short Half-sleeved Top,604,302,302,50,No Brand,22,0,423,0,7500,0,Mainland China
6/21/2021,6866280856,331265826,(COD & READY STOCK)Summer Korean version of the new slim slimming retro western style stitching floral puff sleeve short knit top women 003,100,99,289,1,No Brand,162,28,1075,4.79,3368,56,Mainland China
6/21/2021,8056573837,301669184,Crown Mens Dri-fit VNeck Shirt (Maroon) Quick Dry Fit Plain Tshirt Sport Training Korean Tops,250,89,89,64,No Brand,4,8,202,5,175,14,"Quezon City, Metro Manila"
6/21/2021,7753684812,133940798,Korean style wild men and women trend FILA pattern design 4 colors T-shirt top,99,68,68,31,No Brand,72,84,688,4.85,1647,344,"Valenzuela City, Metro Manila"
6/21/2021,7286863381,212748497,Korean fashion off-shoulder tops,178,59,59,67,No Brand,12,1,1772,5,5990,2,"Valenzuela City, Metro Manila"
6/21/2021,4779391354,216736857,Polo for Men Stripes Short Sleeve Korean Casual Shirt Cotton Comfy Classic Fits up to XL Ready Stock,400,199,199,50,No Brand,28,53,1701,4.87,77,117,"Pasay City, Metro Manila"
6/21/2021,7842944431,86411248,Tops Korean Fashion Long Sleeve T-shirt For Men,,65,65,0,No Brand,81,665,1472,4.9,7417,2704,"Las Pinas City, Metro Manila"
6/21/2021,2072014795,39587061,2019 tops tees new Korean fashion special T-shirt,,65,65,0,No Brand,27,65,74,4.89,7961,190,"Bacoor, Cavite"
6/21/2021,9644460615,420881087,Blouse Short Women's V-neck All-match Sweater Women Korean Short-sleeved T-shirt,616,280,280,55,No Brand,1,0,123,0,15984,0,Mainland China
6/21/2021,2376820928,35902344,Polo for Men & Boys Korean Quality C.O.D,350,159,159,55,Huilishi,301,283,746,4.82,122,618,"Pasay City, Metro Manila"
6/21/2021,3538182731,62404318,LUCKY#T236 MEN'S FASHION  KOREAN TOP PREMIUM COTTON T-SHIRT FOR MEN,126,65,65,48,No Brand,98,976,2461,4.81,3262,2733,"Navotas City, Metro Manila"
6/21/2021,2064635306,62404318,LUCKY #T158 KOREAN FASHION TOPS TSHIRT FOR MEN,144,62,62,57,No Brand,30,140,473,4.89,216,345,"Navotas City, Metro Manila"
6/21/2021,10810284076,36934404,MELODY Basic Croptop Pullover Sweatshirt Long Sleeve Top 11206#,299,75,75,75,No Brand,71,4,2665,4.25,2081,6,"Taytay, Rizal"
6/21/2021,3101205883,139558229,Men's Tops Tees T- shirt tops bestseller Korean Fashion Shirt Cotton,133,103,103,23,No Brand,7,47,32,4.79,7500,108,"Tondo I / Ii, Metro Manila"
6/21/2021,3778371908,51801232,SIMPLE ACTIVE 2021 Korean fashion trendy breathable solid color sports top T-shirt,199,74,74,63,No Brand,4,36,206,4.64,897,102,"Valenzuela City, Metro Manila"
6/21/2021,4557681891,47114599,[SIMPLE] 2020 Korean fashion trendy breathable solid color sports top T-shirt,199,74,74,63,No Brand,16,151,214,4.88,1896,385,"Valenzuela City, Metro Manila"
6/21/2021,3390794526,449754824,【BTG】Embroidered Love Short-sleeved T-shirt Women Loose and Versatile Simple Top Ins,556,278,278,50,No Brand,7,0,135,0,10000,0,Mainland China
6/21/2021,2453128582,35902344,Top Quality Printed Polo for Men Korean Fashion Premium Cotton Stretchable Plus Size Trending Polo,580,175,175,70,Huilishi,207,230,240,4.88,646,502,"Pasay City, Metro Manila"
6/21/2021,4360443828,136746139,Plain Tops Korean Fashion Long Sleeve T-shirt For Men Top Sale Unisex,69,59,63,40,No Brand,1690,622,7703,4.68,11415,5844,"Navotas City, Metro Manila"
6/21/2021,3458808759,315447242,M-4XL plus size Korean style short sleeve t-shirt men's rainbow stripe loose top,340,239,239,30,No Brand,45,25,354,4.48,2332,66,Mainland China
6/21/2021,9914527073,57235917,INSPI Oversized Shirt Collection Graphic Tshirt For Men Women Unisex Korean Fashion,300,199,199,34,Inspi,20322,14187,534616,4.88,5926,35015,"Quezon City, Metro Manila"
6/21/2021,9021642718,371422543,Oversize Korean Men T Shirt Hip-hop Loose Short-sleeved Tshirt Men Top,496,248,248,50,No Brand,90,41,1577,4.66,6893,92,Mainland China
