date_collected,product_itemid,shopid,product_name,product_price,product_price_min,product_price_max,product_discount,product_brand,product_like_count,product_comment_count,product_views,product_total_rating,stock,units_sold,shop_location
6/13/2021,7919342724,1083822,NKD Korean Fashion Erich Basic Daily Polo Tie Top 1104,300,135,138,55,No Brand,4504,3696,12815,4.89,134411,10154,"Taytay, Rizal"
6/13/2021,7140015494,130651949,OnlyYouth Classic knitted blouse korean top short sleeves,,149,149,0,No Brand,293,158,2189,4.9,84,336,"San Nicolas, Metro Manila"
6/13/2021,4843903203,55748694,SS Oversized Ringer Top Plus Size Korean Fashion Women Tops Basic Tee,200,75,75,63,No Brand,8184,15912,19575,4.77,7721,68171,"Taytay, Rizal"
6/13/2021,11405348262,396605392,Women's T-shirt Short Sleeve Collar with small daisy embroidery Korean Fashion 2021,391,294,294,25,No Brand,13,0,317,0,10799,0,Mainland China
6/13/2021,2553628745,55748694,SS Korean Tops Square Neck Fashion Blouse Semi Crop Top,300,55,55,82,No Brand,5999,11825,27205,4.72,3358,35672,"Taytay, Rizal"
6/13/2021,7217869256,1083822,NKD Korean Fashion Edith Plain X Back Basic Top 1052,150,63,63,58,No Brand,518,1544,1029,4.85,49297,4333,"Taytay, Rizal"
6/13/2021,3018638392,50582861,DIRECT SUPPLIER Korean Fashion Jade Plain Basic Cut Out Top 1054,150,58,58,61,No Brand,24,83,1105,4.98,8779,189,"Taytay, Rizal"
6/13/2021,5772767357,348906275,Korean style loose and comfortable long-sleeved top,603,423,423,30,No Brand,4,0,14,0,5244,1,"Makati City, Metro Manila"
6/13/2021,4838940464,55748694,SS Korean Crop Top Cinched Cut Garter Tops V Neck Blouse,150,58,64,61,No Brand,25389,19744,50978,4.77,34856,55528,"Taytay, Rizal"
6/13/2021,3216519312,1083822,NKD Korean Fashion Angel Printed Floral Puff Sleeves Ribbon Tie Top 1004,180,89,89,51,No Brand,528,1164,2535,4.87,8570,3226,"Taytay, Rizal"
6/13/2021,7758962170,64360491,korean fashion knitted blouse knitted top shortsleeve,300,80,80,73,No Brand,26,70,888,4.99,183,146,"Pasay City, Metro Manila"
6/13/2021,7956324829,36247807,Korean casual New top Women Clothes T-shirt Summer short sleeve cartoon long blouse(BVQ),200,79,79,61,No Brand,10210,8791,49518,4.67,320395,39881,"San Nicolas, Metro Manila"
6/13/2021,6717870027,1083822,NKD Korean Fashion Jade Plain Basic Cut Out Top 1054,150,58,58,61,No Brand,178,489,3595,4.93,8079,1169,"Taytay, Rizal"
6/13/2021,6258961926,64360491,korean fashion knitted blouse knitted top shortsleeve,300,99,99,67,No Brand,58,140,746,4.95,360,295,"Pasay City, Metro Manila"
6/13/2021,3500414278,55748694,SS Korean Overlap Top Ruffle Tops Women Fashion Top Wrap Around,300,79,92,74,No Brand,8590,10244,19033,4.79,3392,32179,"Taytay, Rizal"
6/13/2021,8812869286,46399675,MIKANA Korean Squareneck Knitted Top,200,55,55,73,No Brand,8689,9648,123851,4.83,10918,26879,"Pasig City, Metro Manila"
6/13/2021,9561220312,64360491,korean fashion knitted Round neck blouse top short sleeves,300,250,250,17,No Brand,19,4,669,5,90,24,"Pasay City, Metro Manila"
6/13/2021,5640404015,1083822,NKD Korean Fashion Sara Loose Trendy Top 58230,180,86,86,55,No Brand,344,660,2028,4.86,88828,1720,"Taytay, Rizal"
6/13/2021,2952422461,325618926,Chiffon Ruffled Square Collar Korean Tops Pearl Buttons Solid Color Versatile Slim-Fit Top,500,279,279,44,No Brand,167,16,6376,5,5802,27,Mainland China
6/13/2021,8358485297,449754824,【BTG】Striped Short-sleeved T-shirt Women's Slim Student Korean Style Top,376,188,188,50,No Brand,40,1,2549,5,1904,1,Mainland China
6/13/2021,9312209380,130651949,7-color Korean version elegant retro Polo knit V-neck slim short open navel Short Sleeve T-Shirt Top,200,149,169,26,No Brand,951,212,8033,4.89,609,485,"San Nicolas, Metro Manila"
6/13/2021,8154700018,64360491,korean fashion knitted Round neck blouse top short sleeve,300,245,245,18,No Brand,29,19,1584,4.84,136,85,"Pasay City, Metro Manila"
6/13/2021,7543788697,25717546,VIVENA Women's Korean Style Chic Pleated Short-sleeve w/ Buttons Knitted Top Open Blouses #1141,,259,259,0,No Brand,2245,643,3872,4.9,644,1318,"Santa Cruz, Metro Manila"
6/13/2021,6748102529,293797864,Bangkok Inspired Top - MJ Direct Supplier,199,158,195,21,No Brand,23721,5472,75378,4.87,552,19881,"Mandaluyong City, Metro Manila"
6/13/2021,3550379942,130651949,Knitted Tops Korean Blouse short Sleeves Simple Elegan,180,149,169,17,No Brand,3488,1603,19962,4.85,121,4323,"San Nicolas, Metro Manila"
6/13/2021,3737860883,55610731,Checkout link for live selling!✨ Korean polo blouses and Korean Shorts,,25,55,0,No Brand,3,51,131,4.9,2491,266,"Candon City, Ilocos Sur"
6/13/2021,6719338496,1083822,NKD Korean Fashion Jana Puff Sleeves Basic Top 1098,180,58,58,68,No Brand,867,1330,2147,4.78,68027,3309,"Taytay, Rizal"
6/13/2021,6447850897,50582861,DIRECT SUPPLIER Fashion Karen Plain Basic Daily Blouse 1018,150,58,58,61,No Brand,464,1291,32118,4.9,14523,5767,"Taytay, Rizal"
6/13/2021,3858736267,64360491,korean fashion knitted blouse knitted top shortsleeve,350,199,199,43,No Brand,50,107,511,4.93,305,272,"Pasay City, Metro Manila"
6/13/2021,4317866265,64909141,Fashion Women's Solid Half Turtleneck Casual Knitted Tops Sleeveless T-Shirt Crop top Korean top tank top KnitTop Dress,250,169,185,32,No Brand,4108,1419,6916,4.65,7612,4997,Mainland China
6/13/2021,3739155029,64360491,korean fashion knitted blouse knitted top shortsleeve,300,125,125,58,No Brand,179,366,860,4.96,92,973,"Pasay City, Metro Manila"
6/13/2021,8858747915,449754824,【BTG】Design Niche Short Short-sleeved T-shirt Female Summer Loose Korean Ins High Waist Top,380,190,190,50,No Brand,27,2,778,5,4992,3,Mainland China
6/13/2021,3440427470,43841660,UFW #19819 & #8208 Korean Knitted Top Short Sleeves,320,198,320,38,No Brand,2171,624,6335,4.84,441,1779,"Tondo I / Ii, Metro Manila"
6/13/2021,2888565607,49777615,Classic Knitted Blouse Korean Top Short Sleeves office wear fashion sexy blouse,260,99,99,62,No Brand,740,342,2501,4.57,44,862,"Tondo I / Ii, Metro Manila"
6/13/2021,10903816367,64360491,korean fashion knitted Round neck blouse top shortsleeve,300,235,235,22,No Brand,35,11,1253,4.9,50,46,"Pasay City, Metro Manila"
6/13/2021,11509325244,450136914,Monster 2021Summer New Hong Kong Style Short Top Korean Style Niche Design Western Style Hollow-out Short Sleeve Sweater Outer Wear,591,355,355,40,No Brand,2,0,52,0,616,0,Mainland China
6/13/2021,6815336673,147240166,New Korean style sexy knitted blouse / women's top / plian Color shortsleeve blouse /v-neck top,350,179,179,49,No Brand,399,110,6289,4.8,251,264,"Caloocan City, Metro Manila"
6/13/2021,2298035595,43841660,UFW #A02 Korean Classic Knitted V Top Blouse,420,148,148,65,No Brand,375,401,2044,4.91,287,900,"Tondo I / Ii, Metro Manila"
6/13/2021,3860839252,36754442,Kathryn High Quality Korean 2WAY  Back Tie Top BLOUSE FITS TO Large 11113#,150,68,68,55,No Brand,91,205,986,4.76,236,509,"Taytay, Rizal"
6/13/2021,6356385195,312874722,Korean loose T-shirt is the new trend of summer women Sweethearts outfit,169,69,79,59,No Brand,7569,5297,255571,4.71,267449,24899,"San Nicolas, Metro Manila"
6/13/2021,6058746526,64360491,korean fashion knitted blouse knitted top shortsleeve,150,80,80,47,No Brand,18,35,1720,5,377,113,"Pasay City, Metro Manila"
6/13/2021,2503296036,126018720,【COD ✔️ Ready Stock】Women korean top Dot Print Elegant Chiffon Blouse Crop top Tops,465,89,229,81,No Brand,5384,1381,13237,4.73,4482,3852,Mainland China
6/13/2021,8044724338,310915998,Yihua 2021 summer Korean version of the new square collar lace wood ears floral chiffon short shirt top women,318,268,268,16,No Brand,624,123,16952,4.89,15554,275,Mainland China
6/13/2021,4587990904,430999411,2021 Women's French Bubble Sleeve Blouses are versatile and slim square neck,440,264,264,40,No Brand,1,0,56,0,798,0,Mainland China
6/13/2021,6656331828,64360491,korean fashion knitted blouse knitted top shortsleeve,300,120,300,60,No Brand,93,285,2075,4.91,250,689,"Pasay City, Metro Manila"
6/13/2021,8713997224,11187885,lettuce trim short sleeves round neck knit top knitted blouse women korean plain shirt ruffle B015,199,55,55,72,No Brand,1189,490,21876,4.63,282,1447,"Caloocan City, Metro Manila"
6/13/2021,2011945052,21407329,Patriciacai knitted oversized Korean Top  #008,,229,229,0,No Brand,1278,482,5845,4.96,322,1262,"Binondo, Metro Manila"
6/13/2021,6077881062,312874722,"Korean fashion large size casual wear, can be used as pajamas skirt/",199,69,79,65,No Brand,105,77,1743,4.83,21925,294,"San Nicolas, Metro Manila"
6/13/2021,4655442429,10377223,R&O Korean Fashion Simple Stripe Design Casual T-shirt Tops Short Sleeves,150,53,53,65,No Brand,698,1728,18666,4.93,1312,4170,"Pasay City, Metro Manila"
6/13/2021,3540435040,64360491,korean fashion knitted blouse knitted top shortsleeve,400,199,199,50,No Brand,921,802,1153,4.89,413,1876,"Pasay City, Metro Manila"
6/13/2021,8545953626,11187885,square neck knitted women top blouse shirt rib knit korean bangkok fashuon short sleeves sexy B011,199,79,79,60,No Brand,436,60,15781,4.83,415,134,"Caloocan City, Metro Manila"
6/13/2021,8415589436,314198143,Korean printed Basic Plus Size (Oversized) Tees,166,69,79,58,No Brand,211,165,4371,4.61,20931,869,"San Nicolas, Metro Manila"
6/13/2021,8706600150,254711738,Korean Top Luffy Vintage Polo Blouse for Women Cute Tops for Women Trendy Blouse Tops Fashion Blouses Women Loose Blouse Women Clothes,618,309,309,50,No Brand,272,40,1252,4.83,9925,62,Mainland China
6/13/2021,5158237658,64360491,korean fashion knitted blouse knitted top shortsleeve,300,125,125,58,No Brand,83,150,996,4.95,110,356,"Pasay City, Metro Manila"
6/13/2021,1217165724,15173489,Korean Tops - Free Size,,55,55,0,No Brand,1325,4278,621,4.91,54898,19236,"Pasig City, Metro Manila"
6/13/2021,9855585639,430999411,Summer 2021 women's floral chiffon shirt v-neck short sleeve drawstring top,480,288,288,40,No Brand,3,0,131,0,797,0,Mainland China
6/13/2021,4359853822,309751081,Summer tops Streetwear Vintage butterfly Print Gothic dropshipping Korean White Big Size Harajuku Sh,247,99,199,60,No Brand,4591,560,13048,4.6,47892,1276,Mainland China
6/13/2021,4638701319,64360491,korean fashion knitted blouse  knitted top shortsleeve,350,199,199,43,No Brand,1072,766,2422,4.91,275,1495,"Pasay City, Metro Manila"
6/13/2021,3125135463,5302656,Korean bestseller aesthetic pastel graphic tumblr tops/tees (ulzzaang.ph),150,99,150,34,No Brand,2983,578,3474,4.93,10,1440,"Bacoor, Cavite"
6/13/2021,11206861573,449754824,【BTG】Retro Short-sleeved T-shirt Female Design Sense Niche New Korean Loose Casual Top Ins,532,266,266,50,No Brand,21,0,288,0,2500,0,Mainland China
6/13/2021,6852942677,36222507,Knitted Blouse Shortsleeve Koreanfashion CLASSIC blouse tops,165,140,140,15,No Brand,225,204,4304,4.93,205,672,"Pasay City, Metro Manila"
6/13/2021,1134778948,38991357,Knitted Tops Korean Blouse Short Sleeve Simple Elegan,200,155,155,23,No Brand,11502,7460,13115,4.87,269,24465,"Binondo, Metro Manila"
6/13/2021,1730221486,21407329,Patriciacai Knitted Korean Top 2218#,199,168,168,16,No Brand,1946,488,3398,4.98,846,1195,"Binondo, Metro Manila"
6/13/2021,4056386412,312874722,South Korean T-shirt MLckey Mouse patterned loose short-sleeved blouse new women's summer long top#1,169,69,79,59,No Brand,2055,1570,39100,4.71,29236,7613,"San Nicolas, Metro Manila"
6/13/2021,4753709026,312874722,boutique korean Big yards short sleeves,360,79,79,78,No Brand,148,36,547,4.81,20961,110,"San Nicolas, Metro Manila"
6/13/2021,4458965072,64360491,korean fashion knitted blouse knitted top shortsleeve,150,99,99,34,No Brand,44,51,4372,4.98,152,147,"Pasay City, Metro Manila"
6/13/2021,3742534203,192699788,COD Ready stock Women Korean Top Fashion Square Collar Sexy Sweet Pleated Small Floral Print Short Chiffon Shirt,520,112,255,78,No Brand,176,48,1818,5,5930,126,Mainland China
6/13/2021,9060921192,449754824,【BTG】Summer Korean Version 2021 New Cartoon Print Design Sense Bubble Sleeve Loose Short-sleeved T-shirt Top Women's Clothing,584,292,292,50,No Brand,10,0,272,0,2499,0,Mainland China
6/13/2021,4940886722,55748694,SS Lettuce Blouse Top Basic Crop Top Korean Fashion Women Tops,100,45,55,55,No Brand,10050,16817,46337,4.75,16131,53978,"Taytay, Rizal"
6/13/2021,4243944998,1083822,NKD Korean Fashion Erich Basic Printed Floral Daily Polo Tie Top 1104,300,135,138,55,No Brand,666,767,6399,4.92,79163,2134,"Taytay, Rizal"
6/13/2021,9412391511,38991063,AS ELEGANT korean trendy clothes crop top /plain color v-neck knitted 1912 (0816),250,200,200,20,No Brand,28,10,840,5,57,22,"Tondo I / Ii, Metro Manila"
6/13/2021,3052625282,449754824,【BTG】2021 New Korean Version of Loose Letters Printed Short-sleeved T-shirt Girl Short Top,337,169,169,50,No Brand,33,1,1231,4,10007,3,Mainland China
6/13/2021,2768006775,25811092,Angelcity Oversized Ringer Top Plus Size Korean Fashion Women Tops Basic tee ML,189,63,79,67,No Brand,15453,12704,120703,4.76,84138,49684,"Pasay City, Metro Manila"
6/13/2021,5572089037,345537112,[Today only] Design Sense Bandage Puff Sleeve Square Collar Pleated Crop Top Women New Korean Short Shirt,389,234,234,40,No Brand,188,35,345,4.94,2933,72,Mainland China
6/13/2021,6818762101,40117429,【Ready stock】Korean Top Square Collar Solid Puff Sleeve Knitted Short T-Shirt Crop top,504,265,265,47,No Brand,399,33,1520,4.82,1982,61,Mainland China
6/13/2021,9960386794,325618926,Retro Pleated Slim-Fit Puff Sleeve Flounces Shirt Square Collar off-Shoulder Floral Tops,600,272,272,55,No Brand,52,3,2700,3.67,15002,3,Mainland China
6/13/2021,3981976931,345811478,ins Korean fashion polo collar knit sexy slim fit short sleeved crop top women ootd,381,238,238,38,No Brand,687,18,1921,4.83,4952,39,Mainland China
6/13/2021,5560472579,328633553,LALUNA Korean Fashion Erich Basic Printed Floral Daily Polo Tie Top 1104,147,137,137,7,No Brand,4,5,161,5,5992,43,"Taytay, Rizal"
6/13/2021,2843123374,5302656,Korean Aesthetic Pastel Graphic Tees/Tops Ulzzaang Official,150,99,99,34,No Brand,2923,488,6229,4.91,3,1063,"Bacoor, Cavite"
6/13/2021,3264364106,49777359,2020 Summer New Korean Unisex Fashion Wild Hip-hop Gradient Short Sleeve T-shirt,356,168,168,53,No Brand,778,211,494,4.79,1133,683,"Tondo I / Ii, Metro Manila"
6/13/2021,8528691619,11187885,women button down knitted knit lettuce top strawberry floral short sleeves women bangkok korean B032,299,79,79,74,No Brand,627,197,8969,4.92,29,473,"Caloocan City, Metro Manila"
6/13/2021,4840459112,55748694,SS Korean Basic Blouse Top Women Short Sleeve Tops Fits Small to Semi-Large,100,49,52,51,No Brand,11430,12351,65502,4.74,10804,38988,"Taytay, Rizal"
6/13/2021,6820292981,81430775,Blackpink Jennie Sexy Slim Crop Top Korean Women's Knitted Short-Sleeved T-Shirt Tops,,380,380,0,No Brand,979,21,1765,5,825,51,Mainland China
6/13/2021,9464930777,462140676,【Spot sale】【High-quality cloth】Vintage Oil Painting Printed Vacation Style Shirt Women's 2021 Summer New Loose Suit Collar Short blouse labuh blouse women blouse korean style blouse murah blouse putih blouse women muslimah top shirt woman top shirt top,450,270,270,40,No Brand,2,0,42,0,1000,0,Mainland China
6/13/2021,9220362142,347488706,V-neck Short-Sleeved New Korean Style Slim Women Tops Solid Color All-match Shirt,320,199,199,38,No Brand,18,8,337,4.75,7967,25,Mainland China
6/13/2021,3647718311,32632247,Korean fashion Self-cultivation Knitting top,,250,250,0,No Brand,237,34,755,4.76,25,78,"Binondo, Metro Manila"
6/13/2021,2810243730,45837310,Women Plaid Shirts Long Sleeve Sweet Yellow Korean Style Loose Causal Shirt Tops,416,249,249,40,No Brand,1632,71,804,4.68,389,162,Mainland China
6/13/2021,4942096740,258468274,DIRECT SUPPLIER Lyka Basic Daily Top 1162,150,58,58,61,No Brand,67,144,489,4.9,5802,330,"Taytay, Rizal"
6/13/2021,6866686015,341350505,[Real Photo] Xiaoran Shirt Korean women 2021 Summer New Chic All-match Temperament Suit Collar Chiffon Short-sleeved Top,541,289,289,47,No Brand,538,18,3555,4.82,2962,36,Mainland China
6/13/2021,2702598688,21407329,Patriciacai knitted Round-neck short sleeve Korean Top #1905,169,169,169,34,No Brand,6203,3887,11733,4.94,3869,12836,"Binondo, Metro Manila"
6/13/2021,7357578530,187135110,Women Puff Off Shoulder Smocked Tops Plaid Square Collar Sweet Exposed Navel Casual Short Sleeve Crop Blouse korean top,421,215,215,49,No Brand,1458,113,5227,4.74,761,242,Mainland China
6/13/2021,6390757748,449754824,【BTG】Simple and Versatile Solid Color Long-sleeved T-shirt Ins Korean Style Cropped Crop Top,554,277,277,50,No Brand,1,0,13,0,9000,0,Mainland China
6/13/2021,9219683373,365058565,OnlyYouth Classic knitted blouse korean top short sleeves,199,99,99,50,No Brand,209,64,4915,4.78,4,225,"Tondo I / Ii, Metro Manila"
6/13/2021,4050900653,303372405,Women's Korean style short-sleeved t-shirts women's loose tops plus size women,216,138,138,36,No Brand,532,99,1042,4.65,17778,207,Mainland China
6/13/2021,2256474527,6381125,Sexy Korean Twisted Knit Top (SM654),339,169,169,50,No Brand,1700,974,1782,4.9,308,2021,"Quezon City, Metro Manila"
6/13/2021,11108419530,449754824,【BTG】Summer New Korean Version of Solid Color Loose Ins Short-sleeved T-shirt Women's Short Top,572,286,286,50,No Brand,1,0,16,0,8000,0,Mainland China
6/13/2021,3658908148,214411474,Spring / Summer 2020 New Cut Out Water Soluble Lace Lace Shirt Korean Version Slim Short High Waist Irregular Outerwear Top,,418,418,0,No Brand,547,22,1917,4.95,3941,60,Mainland China
6/13/2021,1528016397,21407329,Patriciacai knitted Korean Top #8849,275,179,179,35,No Brand,1067,335,898,4.96,493,685,"Binondo, Metro Manila"
6/13/2021,5765052828,341350505,[Real Photo] Xiaoran t shirt Fashion 2021 Ins Student Simple Solid Color Temperament Pit Stripe Knitted Short Sleeve Korean Top,400,249,259,38,No Brand,1437,183,11925,4.92,5498,540,Mainland China
6/13/2021,8264930463,462140676,【Spot sale】【Free KN95】short-sleeved new 2021summer thin Korean style loose Hong Kong-style salt shirt fashion for shirt women’s design new Korean style fashion lapel loose wild all-match thin floral long-sleeved shirt women blouse,430,258,291,40,No Brand,4,0,104,0,4000,0,Mainland China
6/13/2021,7844267471,263745732,Rainbow Short Sleeve T-shirt Summer Men's Tshirt Breathable Loose Top Big Size Korean Style Solid Color Tee Male Round Neck t Shirt for Men Youth,283,229,229,19,No Brand,120,58,204,4.66,11850,132,Mainland China
6/13/2021,5265058688,343498159,Korean Summer Stripe Tshirt Short Sleeve OverSize Loose Casual Tops Cotton Trendy Harajuku Unisex Fashion Tees,,563,563,0,No Brand,186,40,455,4.35,10839,181,Mainland China
6/13/2021,9900494211,86411248,Tops Korean fashion long sleeve t-shirt for mens,,65,65,0,No Brand,34,343,983,4.89,8774,1142,"Las Pinas City, Metro Manila"
6/13/2021,9349697202,50115524,GEORGINA Smocked Shoulder Top - Lowest Price!!!,200,65,65,68,No Brand,59,56,4252,4.75,49769,203,"Paranaque City, Metro Manila"
6/13/2021,6739601108,171344353,Men’s V Neck Bestseller Tops T-shirt Men’s printed graphic tee Mens t shirt Korean Wave sale,,98,98,0,No Brand,5,8,23,4.75,179961,36,"Tondo I / Ii, Metro Manila"
6/13/2021,6202146408,139558229,Bestseller men's T-shirt Top Tees V-Neck  Men’s V Neck Men’s printed graphic tee Mens t shirt Korean,124,98,98,21,No Brand,63,444,296,4.44,494844,1541,"Tondo I / Ii, Metro Manila"
6/13/2021,6342768680,86411248,Tops Korean Fashion Long Sleeve T-shirt For Men,,69,69,0,No Brand,5,45,377,4.93,1850,142,"Las Pinas City, Metro Manila"
6/13/2021,4460815911,331814357,elegant korean sexy sleeves slip top+terno short(BVQ)SALE！SALE!,79,79,150,30,No Brand,4080,1167,115422,4.67,32297,4232,"San Nicolas, Metro Manila"
6/13/2021,6834220459,237008067,Men's Korean retro Hong Kong style student long sleeve casual checkered shirt loose beach shirt Plaid Shirt Men's preppy style student top for men,699,598,598,14,No Brand,377,25,627,4.52,1999,52,Mainland China
6/13/2021,7365050587,343498159,Korean stripe rainbow summer short sleeve T-shirt over size loose casual Tees Hong Kong Style Tops Trendy Harajuku men's,,563,563,0,No Brand,25,8,63,4.5,9980,20,Mainland China
6/13/2021,2300304599,62404318,Lucky #T182 JUST DO IT Tshirt Unisex TOPS COUPLE TEES Korean Fashion,126,62,62,51,No Brand,237,1685,3815,4.87,1386,4909,"Navotas City, Metro Manila"
6/13/2021,6081141510,276895504,10DESIGN NIKE crop  top shirt for women fit S top tees,99,43,49,57,No Brand,597,123,15041,4.59,9800,446,"Pasay City, Metro Manila"
6/13/2021,5485560950,331422352,Stripe Playboy Crew Neck Korean Cotton Fitted Men’s Oneck Long Sleeves For Men Men fashion,220,220,220,50,No Brand,7,9,278,5,160946,338,"Binondo, Metro Manila"
6/13/2021,6543653490,194688134,Plain Tops Korean Fashion Long Sleeve T-shirt For Men Top Sale Unisex,,99,99,0,No Brand,2,22,101,4.55,119940,56,"Tondo I / Ii, Metro Manila"
6/13/2021,5360035989,100571933,AT Clothing Oversized One Piece Luffy Anime Basic Print T Shirt Short Sleeve Funny Fashion Korean Harajuku Student Plus Size Clothes Summer Anime One Piece Luffy T Shirt Cotton High Quality Raglan Men T-shirt Casual Loose Fit Top Tees for Fans【M-3XL】,399,228,228,43,No Brand,7,6,88,4.83,11651,10,Mainland China
6/13/2021,3460360534,328781757,Giselle G&G women's long sleeve Oversized korean shirt printed with tie-dye ink,605,424,424,30,No Brand,16,1,49,5,3995,2,Mainland China
6/13/2021,9956374537,301669184,Crown Mens Dri-fit VNeck Shirt Dark Color Collection Quick Dry Fit Plain Tshirt Sport Korean Tops,250,89,250,64,No Brand,22,15,2525,4.93,2277,74,"Quezon City, Metro Manila"
6/13/2021,4134140322,262503614,INS fashion printing Loose Men short sleeve tshirt fashion tshirt Top/ M-3XL Oversize/Couple/Plus Size/Unisex Tee/Man Korean Style Casual Tops Vintage Graphic Tees Statement Printed Clothing Crewneck Trendy Black White Clothes Sale,360,199,229,45,No Brand,5130,578,8180,4.72,6501,1387,Mainland China
6/13/2021,3216471368,62404318,LUCKY #T078 Men's tops Bestseller t-shirt For men Unisex Glow In the Dark Korean Fashion,144,59,65,59,No Brand,20700,8947,26696,4.54,12631,48822,"Navotas City, Metro Manila"
6/13/2021,4559422710,36754442,kathryn PLUS SIZE Two way Puff shoulder Top fits 2XL 31010#,250,80,85,68,No Brand,3703,3377,66471,4.68,5224,9448,"Taytay, Rizal"
6/13/2021,2008402459,35902344,[8 Colors] Top Quality Korean Style Stripe Polo for Men Premium Cotton Fits Plus Size,350,159,199,55,No Brand,1619,2262,2074,4.83,641,5533,"Pasay City, Metro Manila"
6/13/2021,4018421216,139558229,Men's Plain Tops Korean Fashion Long Sleeve T-shirt For Men Top Sale Unisex,,99,99,0,No Brand,1651,2877,5198,4.44,239288,13675,"Tondo I / Ii, Metro Manila"
6/13/2021,1005173044,35369989,ICM #T078 Men's T- shirt tops/bestseller Dark In The Glow Korean Fashion cotton,144,62,62,57,No Brand,2125,2830,10674,4.5,18571,13588,"Navotas City, Metro Manila"
6/13/2021,8141820316,276895504,Women's Trendy Posh Front String Crop Top Plain Cotton Spandex tops,99,49,49,51,No Brand,2030,687,149896,4.61,2074,2647,"Pasay City, Metro Manila"
6/13/2021,4158778072,311167337,【2 Color】Long Sleeve Hong Kong Style Classic Top Japanese Trend Men's Korean Loose Couples Student Casual Shirt for Men,758,379,379,50,No Brand,97,17,452,4.71,7960,30,Mainland China
6/13/2021,5857680198,47114599,[SIMPLE] 2020 Korean fashion trendy breathable solid color sports top T-shirt,199,74,74,63,No Brand,20,177,353,4.92,339,440,"Valenzuela City, Metro Manila"
6/13/2021,2889848844,64151604,HUILISHI  Korean fashion casual street style short sleeve men's polo,,199,199,0,No Brand,170,88,934,4.76,1339,163,"Pasay City, Metro Manila"
6/13/2021,9855585639,430999411,Summer 2021 women's floral chiffon shirt v-neck short sleeve drawstring top,480,288,288,40,No Brand,3,0,131,0,797,0,Mainland China
6/13/2021,3050552315,301669184,Crown Mens Dri-fit VNeck Shirt (Army Green) Quick Dry Fit Plain Tshirt Sport Training Korean Tops,250,89,89,64,No Brand,1,9,300,5,239,15,"Quezon City, Metro Manila"
6/13/2021,1995966363,35902344,HUILISHI Top Quality Hawaiian Floral Polo for Men 12 Designs Korean Fashion Cotton Fits Plus SIze,280,185,199,47,No Brand,2978,4816,6453,4.81,329,13902,"Pasay City, Metro Manila"
6/13/2021,4657683662,47114599,[SIMPLE] 2020 Korean fashion trendy breathable solid color sports top T-shirt,199,74,74,63,No Brand,14,131,209,4.95,318,244,"Valenzuela City, Metro Manila"
6/13/2021,8664922301,462140676,【Spot sale】【High-quality cloth】spring and autumn top 2021 new Korean style versatile loose Hong Kong style chic online celebrity long Blouse ladies tops big size ladies tops and blouse ladies tops and blouse apple green ladies tops and dress,280,168,192,40,No Brand,7,0,135,0,12000,0,Mainland China
6/13/2021,6900189822,69635896,Korean fashion black and white shirts unisex/cotton/hot sale tops,199,69,69,65,No Brand,1,6,64,5,144,31,"Pasay City, Metro Manila"
6/13/2021,5318981464,171344353,Men's Tops Tees T- shirt tops bestseller Korean Fashion Shirt Cotton,,102,102,0,No Brand,55,125,41,4.26,179618,708,"Tondo I / Ii, Metro Manila"
6/13/2021,2064635306,62404318,LUCKY #T158 KOREAN FASHION TOPS TSHIRT FOR MEN,144,62,62,57,No Brand,29,137,458,4.89,222,338,"Navotas City, Metro Manila"
6/13/2021,3745603642,53430392,Authentic H&M Brand new w/ tag off the shoulder cropped top,395,299,299,24,H&M,14,1,39,5,1,2,"Taguig City, Metro Manila"
6/13/2021,3264591330,50114777,Bcua Tie Dye Tops Casual Crop Top Round Neck Shirt Korean Tops TieDye Cotton Tees M1221,150,55,55,63,No Brand,157,205,1245,4.63,1078,891,"Pasay City, Metro Manila"
6/13/2021,8116799899,268037290,Hashtay TEES Korean men's t-shirt  fashion Tie dye printed cotton tops high quality tshirts,329,139,149,58,No Brand,14,43,374,4.95,701,95,"Valenzuela City, Metro Manila"
6/13/2021,7485764106,414866159,Men's long sleeve shirt loose Chinese Linen Shirt three quarters sleeve white shirt men's fashion brand large short sleeve shirt thin casual beach white top Korean shirt m-5xl,582,350,350,40,No Brand,32,5,1185,4.8,10476,22,Mainland China
6/13/2021,4942096740,258468274,DIRECT SUPPLIER Lyka Basic Daily Top 1162,150,58,58,61,No Brand,67,144,489,4.9,5802,330,"Taytay, Rizal"
6/13/2021,5516274059,49774260,ANGELFASHION KOREAN LONGSLEEVE FOR MEN,590,219,219,63,No Brand,26,63,544,4.75,206,144,"Tondo I / Ii, Metro Manila"
6/13/2021,3948902675,35902344,HUILISHI Top Quality Polo for Men Anchor Print Cotton Short Sleeve Korean Casual Shirt 4 Colors 8806,500,250,250,50,No Brand,75,174,1236,4.86,231,387,"Pasay City, Metro Manila"
6/13/2021,4552946319,156756973,【5 Color】Korean Fashion Weather Pattern Printed Short-sleeved T-shirt Unisex Simple and Versatile Loose Casual Tee Tops for Men Summer Trend Couple Round Neck Tshirts,284,199,199,30,No Brand,129,16,1057,5,24930,57,Mainland China
